AXP,DuPont,3M,Walmart,Alcoa,Exxon,McDonald,WaltDisney,Boeing,Ford,Merck,CAT,GE,PG,Chevron,IBM,Pfizer,CocaCola,J&J,UTX
0.017033,0.29226,0.40993,-0.79588,0.24797,0.13354,-0.17393,-0.13668,0.41996,-0.52288,-0.11351,0.57749,-0.34679,-0.055517,0.58659,0.90091,-0.4318,-0.58503,-0.055517,0.18469
0.025306,0.29885,0.41664,-0.79588,0.25527,0.13033,-0.17393,-0.13668,0.43457,-0.50864,-0.11919,0.57287,-0.35655,-0.05061,0.59329,0.91116,-0.4318,-0.56864,-0.040959,0.19866
0.033424,0.30103,0.4133,-0.79588,0.26007,0.1271,-0.18709,-0.1549,0.43136,-0.50864,-0.11351,0.5611,-0.36653,-0.05061,0.58206,0.90741,-0.4437,-0.58503,-0.040959,0.18752
0.033424,0.30535,0.40483,-0.82391,0.26482,0.12057,-0.19382,-0.14874,0.43297,-0.49485,-0.11351,0.55509,-0.36653,-0.05061,0.56937,0.91116,-0.4318,-0.58503,-0.045757,0.20683
0.029384,0.29226,0.39794,-0.82391,0.26951,0.11059,-0.20066,-0.1549,0.42651,-0.50864,-0.11919,0.54777,-0.36653,-0.05061,0.56937,0.90849,-0.4437,-0.58503,-0.065502,0.2014
0.029384,0.27875,0.39445,-0.82391,0.25527,0.10721,-0.20066,-0.14874,0.42488,-0.50864,-0.11919,0.549,-0.37675,-0.055517,0.56229,0.90849,-0.4318,-0.56864,-0.086186,0.19866
0.033424,0.27416,0.39445,-0.85387,0.24551,0.1038,-0.20066,-0.14267,0.43297,-0.50864,-0.12494,0.54283,-0.37675,-0.065502,0.54531,0.90634,-0.4318,-0.56864,-0.086186,0.19866
0.025306,0.26717,0.38739,-0.85387,0.23805,0.10037,-0.20066,-0.1549,0.42651,-0.50864,-0.13668,0.53529,-0.38722,-0.070581,0.53403,0.90417,-0.45593,-0.56864,-0.09691,0.18752
0.017033,0.25042,0.38202,-0.85387,0.23805,0.10037,-0.20066,-0.16749,0.39794,-0.49485,-0.13668,0.53403,-0.38722,-0.075721,0.52504,0.88081,-0.46852,-0.56864,-0.09691,0.16435
0.012837,0.25042,0.38739,-0.85387,0.24551,0.093422,-0.20066,-0.17393,0.38739,-0.49485,-0.14267,0.53403,-0.38722,-0.080922,0.52244,0.88138,-0.45593,-0.58503,-0.10237,0.15534
0.0043214,0.25527,0.38917,-0.85387,0.25285,0.08636,-0.19382,-0.18046,0.3927,-0.48149,-0.13668,0.53403,-0.37675,-0.086186,0.52634,0.88081,-0.45593,-0.58503,-0.10237,0.14613
0.0043214,0.25042,0.39094,-0.85387,0.25285,0.089905,-0.20066,-0.18046,0.39794,-0.48149,-0.13668,0.53403,-0.38722,-0.086186,0.5172,0.87622,-0.45593,-0.60206,-0.09691,0.14922
0.017033,0.26482,0.39794,-0.85387,0.25285,0.093422,-0.18709,-0.19382,0.4133,-0.46852,-0.13077,0.53656,-0.39794,-0.075721,0.50243,0.8893,-0.45593,-0.60206,-0.086186,0.16137
0.012837,0.25285,0.38739,-0.85387,0.25285,0.079181,-0.19382,-0.20066,0.39794,-0.48149,-0.14267,0.52892,-0.39794,-0.080922,0.49969,0.87737,-0.46852,-0.58503,-0.080922,0.1271
0,0.25042,0.37658,-0.85387,0.25768,0.064458,-0.20066,-0.20761,0.38202,-0.48149,-0.14874,0.52763,-0.39794,-0.086186,0.50515,0.87157,-0.46852,-0.58503,-0.086186,0.1038
-0.022276,0.24797,0.37291,-0.85387,0.25768,0.060698,-0.20066,-0.20761,0.37291,-0.48149,-0.1549,0.52375,-0.40894,-0.086186,0.51587,0.86213,-0.48149,-0.58503,-0.10791,0.093422
-0.017729,0.25527,0.38202,-0.85387,0.25285,0.064458,-0.20066,-0.20761,0.37291,-0.49485,-0.14267,0.52892,-0.40894,-0.075721,0.51587,0.86451,-0.46852,-0.58503,-0.12494,0.10037
-0.0043648,0.26007,0.37291,-0.85387,0.25285,0.071882,-0.19382,-0.19382,0.37291,-0.48149,-0.14267,0.52375,-0.40894,-0.065502,0.52504,0.87157,-0.46852,-0.58503,-0.13077,0.093422
-0.0043648,0.26482,0.36922,-0.85387,0.25285,0.068186,-0.19382,-0.20066,0.36736,-0.49485,-0.14267,0.51983,-0.40894,-0.070581,0.52114,0.86864,-0.48149,-0.58503,-0.13668,0.10037
0.0086002,0.27184,0.37107,-0.85387,0.25768,0.071882,-0.20066,-0.19382,0.36361,-0.48149,-0.14874,0.51851,-0.39794,-0.060481,0.53656,0.87157,-0.46852,-0.58503,-0.13077,0.1038
0.017033,0.26245,0.37475,-0.85387,0.26482,0.071882,-0.20066,-0.20066,0.36361,-0.48149,-0.14267,0.51851,-0.39794,-0.065502,0.53529,0.86688,-0.46852,-0.58503,-0.13077,0.10037
0.021189,0.27416,0.38202,-0.85387,0.26717,0.075547,-0.18709,-0.19382,0.37658,-0.46852,-0.12494,0.52244,-0.39794,-0.055517,0.53529,0.8791,-0.46852,-0.58503,-0.11919,0.10037
0.025306,0.27184,0.38021,-0.85387,0.26717,0.079181,-0.18709,-0.19382,0.37475,-0.46852,-0.12494,0.52504,-0.39794,-0.060481,0.52244,0.88081,-0.46852,-0.56864,-0.12494,0.1038
0.037426,0.28556,0.3784,-0.85387,0.2833,0.082785,-0.18046,-0.18046,0.3962,-0.45593,-0.13077,0.5302,-0.39794,-0.060481,0.52892,0.88366,-0.45593,-0.56864,-0.11919,0.10721
0.045323,0.29447,0.3784,-0.85387,0.29003,0.075547,-0.18046,-0.17393,0.39967,-0.45593,-0.12494,0.52634,-0.39794,-0.060481,0.53403,0.88081,-0.45593,-0.56864,-0.11351,0.10721
0.041393,0.28556,0.3784,-0.82391,0.29003,0.075547,-0.18046,-0.17393,0.39967,-0.4437,-0.12494,0.53275,-0.39794,-0.065502,0.52892,0.8848,-0.4437,-0.56864,-0.11351,0.11059
0.056905,0.29667,0.38561,-0.82391,0.2833,0.079181,-0.17393,-0.17393,0.43457,-0.4437,-0.12494,0.53782,-0.39794,-0.065502,0.51983,0.89542,-0.4437,-0.56864,-0.11351,0.12385
0.045323,0.29226,0.38021,-0.82391,0.27646,0.068186,-0.17393,-0.17393,0.42488,-0.4437,-0.12494,0.53656,-0.39794,-0.070581,0.50786,0.89154,-0.4437,-0.56864,-0.10791,0.12057
0.045323,0.29447,0.38382,-0.82391,0.28103,0.064458,-0.17393,-0.18046,0.42325,-0.4437,-0.12494,0.54654,-0.38722,-0.070581,0.50106,0.89653,-0.4437,-0.56864,-0.10237,0.12385
0.045323,0.29447,0.37291,-0.82391,0.27416,0.056905,-0.18046,-0.18046,0.41996,-0.4318,-0.13077,0.54283,-0.39794,-0.070581,0.51587,0.88874,-0.4437,-0.56864,-0.09691,0.1271
0.056905,0.30535,0.37658,-0.82391,0.28103,0.056905,-0.17393,-0.16749,0.42325,-0.4437,-0.12494,0.54777,-0.38722,-0.065502,0.51587,0.89376,-0.4437,-0.56864,-0.09691,0.13672
0.060698,0.30535,0.38561,-0.82391,0.2833,0.060698,-0.16749,-0.16115,0.42975,-0.4318,-0.11919,0.54283,-0.38722,-0.05061,0.51455,0.89321,-0.4318,-0.56864,-0.091515,0.14301
0.053078,0.3032,0.38917,-0.82391,0.27416,0.056905,-0.17393,-0.16115,0.43297,-0.4437,-0.11919,0.53908,-0.39794,-0.045757,0.50243,0.8791,-0.4318,-0.55284,-0.091515,0.13988
0.056905,0.3032,0.39794,-0.82391,0.27184,0.056905,-0.16749,-0.1549,0.43775,-0.46852,-0.11919,0.53656,-0.40894,-0.040959,0.4843,0.88081,-0.4318,-0.55284,-0.09691,0.13354
0.045323,0.30535,0.39967,-0.82391,0.27646,0.045323,-0.16749,-0.1549,0.42975,-0.45593,-0.11919,0.53275,-0.40894,-0.05061,0.47712,0.86923,-0.4437,-0.55284,-0.10237,0.13033
0.037426,0.3032,0.39794,-0.82391,0.28103,0.045323,-0.16749,-0.16115,0.42488,-0.4437,-0.11919,0.5302,-0.40894,-0.065502,0.45484,0.86332,-0.45593,-0.55284,-0.10791,0.12385
0.033424,0.30535,0.4014,-0.85387,0.27646,0.037426,-0.16749,-0.1549,0.42325,-0.45593,-0.11919,0.52244,-0.40894,-0.055517,0.44716,0.85854,-0.45593,-0.55284,-0.10791,0.12385
0.037426,0.30535,0.40483,-0.85387,0.2833,0.025306,-0.16749,-0.16115,0.40993,-0.4437,-0.11919,0.51851,-0.39794,-0.065502,0.45484,0.85491,-0.45593,-0.56864,-0.10791,0.11394
0.025306,0.3032,0.39967,-0.85387,0.29226,0.017033,-0.16749,-0.16115,0.40993,-0.4318,-0.12494,0.51188,-0.39794,-0.065502,0.4624,0.85248,-0.45593,-0.56864,-0.11351,0.1038
0.049218,0.30963,0.40654,-0.85387,0.29226,0.029384,-0.16749,-0.1549,0.41664,-0.42022,-0.11351,0.51587,-0.38722,-0.060481,0.4624,0.85854,-0.4437,-0.55284,-0.10237,0.11727
0.053078,0.31175,0.4133,-0.85387,0.29447,0.033424,-0.1549,-0.14267,0.42813,-0.40894,-0.10791,0.52244,-0.38722,-0.05061,0.44871,0.86864,-0.4437,-0.55284,-0.09691,0.13033
0.075547,0.32015,0.4133,-0.85387,0.30103,0.033424,-0.14874,-0.14267,0.43457,-0.40894,-0.11351,0.52504,-0.37675,-0.045757,0.45025,0.87737,-0.4437,-0.5376,-0.09691,0.13033
0.068186,0.32222,0.41497,-0.82391,0.29226,0.021189,-0.14874,-0.13668,0.43136,-0.42022,-0.11351,0.52763,-0.38722,-0.036212,0.45025,0.87332,-0.4318,-0.5376,-0.091515,0.13033
0.060698,0.32634,0.42488,-0.82391,0.28556,0.021189,-0.14267,-0.13077,0.44404,-0.4318,-0.11351,0.53403,-0.38722,-0.031517,0.44716,0.88138,-0.4318,-0.5376,-0.09691,0.13354
0.049218,0.32634,0.42325,-0.82391,0.28103,0.017033,-0.14874,-0.13668,0.43297,-0.42022,-0.11919,0.53275,-0.38722,-0.036212,0.45332,0.8739,-0.4318,-0.55284,-0.11351,0.1271
0.049218,0.32428,0.41497,-0.82391,0.27646,0.021189,-0.14874,-0.13668,0.43457,-0.42022,-0.12494,0.52375,-0.40894,-0.026872,0.44404,0.87099,-0.4437,-0.55284,-0.11351,0.11727
0.045323,0.32634,0.40993,-0.82391,0.25527,0.025306,-0.14267,-0.13668,0.43775,-0.42022,-0.11919,0.51983,-0.40894,-0.022276,0.43933,0.87564,-0.4437,-0.5376,-0.10791,0.11059
0.021189,0.30963,0.4014,-0.82391,0.25285,0.025306,-0.1549,-0.14874,0.41162,-0.40894,-0.13077,0.51322,-0.40894,-0.022276,0.43297,0.8651,-0.4437,-0.5376,-0.11919,0.09691
0.017033,0.30103,0.39445,-0.82391,0.24797,0.029384,-0.16749,-0.1549,0.41162,-0.40894,-0.13668,0.50515,-0.39794,-0.036212,0.43775,0.86864,-0.46852,-0.55284,-0.11919,0.09691
0.021189,0.30103,0.39794,-0.85387,0.24797,0.029384,-0.17393,-0.16115,0.40993,-0.42022,-0.13668,0.49969,-0.40894,-0.036212,0.43933,0.86688,-0.48149,-0.55284,-0.11919,0.1038
0.025306,0.3032,0.4014,-0.85387,0.24797,0.033424,-0.17393,-0.1549,0.41497,-0.42022,-0.13077,0.49554,-0.40894,-0.036212,0.43297,0.86982,-0.48149,-0.55284,-0.11919,0.10721
0.025306,0.30103,0.38917,-0.85387,0.24797,0.033424,-0.17393,-0.1549,0.41497,-0.4318,-0.13077,0.49276,-0.40894,-0.031517,0.42651,0.8657,-0.48149,-0.5376,-0.12494,0.10721
0.017033,0.30103,0.38382,-0.88606,0.25285,0.025306,-0.17393,-0.1549,0.41664,-0.42022,-0.13668,0.49969,-0.39794,-0.026872,0.44091,0.86864,-0.48149,-0.52288,-0.12494,0.1038
0.0086002,0.29447,0.38561,-0.85387,0.26007,0.029384,-0.17393,-0.16115,0.39967,-0.42022,-0.13077,0.49136,-0.39794,-0.031517,0.44091,0.85612,-0.48149,-0.52288,-0.13077,0.1038
0.021189,0.30103,0.3927,-0.88606,0.26245,0.037426,-0.16749,-0.16115,0.40993,-0.40894,-0.13077,0.49415,-0.38722,-0.031517,0.4456,0.87099,-0.48149,-0.52288,-0.12494,0.1038
0.025306,0.3075,0.40312,-0.88606,0.26007,0.037426,-0.16749,-0.1549,0.41497,-0.4437,-0.13077,0.49969,-0.38722,-0.026872,0.43933,0.87157,-0.48149,-0.52288,-0.11919,0.11059
0.029384,0.31175,0.39967,-0.88606,0.25285,0.037426,-0.1549,-0.13668,0.41664,-0.4437,-0.13077,0.49969,-0.39794,-0.026872,0.44091,0.87737,-0.48149,-0.52288,-0.11351,0.10721
0.029384,0.3075,0.3927,-0.88606,0.25285,0.029384,-0.16115,-0.13668,0.40824,-0.4437,-0.13668,0.49415,-0.39794,-0.026872,0.44404,0.86864,-0.49485,-0.52288,-0.11351,0.10037
0.017033,0.3032,0.3927,-0.88606,0.25768,0.025306,-0.16749,-0.13668,0.40483,-0.4437,-0.14267,0.49554,-0.39794,-0.026872,0.44871,0.86451,-0.49485,-0.52288,-0.11919,0.10037
0.017033,0.30103,0.3927,-0.88606,0.26245,0.025306,-0.16749,-0.13077,0.40654,-0.4437,-0.13668,0.49554,-0.38722,-0.026872,0.45788,0.86094,-0.49485,-0.5376,-0.11919,0.09691
0.029384,0.30535,0.39794,-0.85387,0.26007,0.037426,-0.16115,-0.12494,0.41497,-0.45593,-0.13668,0.50379,-0.38722,-0.026872,0.45637,0.86688,-0.49485,-0.52288,-0.11919,0.1038
0.029384,0.30963,0.4014,-0.85387,0.25768,0.037426,-0.1549,-0.12494,0.41996,-0.4437,-0.13077,0.51055,-0.37675,-0.022276,0.45179,0.87274,-0.49485,-0.52288,-0.10791,0.11394
0.033424,0.31597,0.39967,-0.85387,0.25527,0.037426,-0.14874,-0.12494,0.41664,-0.4318,-0.13077,0.5172,-0.37675,-0.022276,0.45637,0.87506,-0.49485,-0.52288,-0.10237,0.11394
0.041393,0.32222,0.40312,-0.88606,0.25285,0.037426,-0.14874,-0.11919,0.41664,-0.4318,-0.12494,0.52375,-0.38722,-0.022276,0.45332,0.87679,-0.48149,-0.50864,-0.10237,0.10721
0.041393,0.32634,0.4014,-0.88606,0.25285,0.037426,-0.1549,-0.12494,0.41664,-0.4437,-0.12494,0.52504,-0.38722,-0.022276,0.45179,0.87737,-0.48149,-0.50864,-0.10791,0.10721
0.037426,0.32222,0.39967,-0.88606,0.25768,0.033424,-0.16115,-0.11919,0.4183,-0.4437,-0.13077,0.5302,-0.37675,-0.022276,0.45332,0.87332,-0.50864,-0.52288,-0.11351,0.09691
0.033424,0.31387,0.3962,-0.88606,0.26007,0.025306,-0.16749,-0.12494,0.39967,-0.4437,-0.13668,0.53275,-0.37675,-0.017729,0.45788,0.86747,-0.50864,-0.5376,-0.11919,0.089905
0.033424,0.31806,0.39967,-0.88606,0.26245,0.029384,-0.1549,-0.11351,0.4014,-0.4437,-0.13077,0.53782,-0.36653,-0.017729,0.45179,0.86982,-0.50864,-0.52288,-0.11351,0.089905
0.037426,0.34242,0.40312,-0.85387,0.25527,0.041393,-0.14267,-0.10791,0.39445,-0.4437,-0.12494,0.54283,-0.37675,-0.013228,0.44248,0.88536,-0.49485,-0.52288,-0.10237,0.093422
0.037426,0.33244,0.39445,-0.88606,0.25768,0.037426,-0.13077,-0.11351,0.39967,-0.4437,-0.13077,0.53782,-0.37675,-0.013228,0.44716,0.88593,-0.49485,-0.50864,-0.10237,0.08636
0.037426,0.32838,0.38561,-0.88606,0.26717,0.025306,-0.14874,-0.11919,0.39794,-0.4437,-0.13077,0.52892,-0.37675,-0.013228,0.45332,0.87274,-0.49485,-0.50864,-0.09691,0.075547
0.041393,0.32838,0.38917,-0.88606,0.26245,0.025306,-0.13668,-0.11351,0.39967,-0.4437,-0.13077,0.52892,-0.38722,-0.013228,0.45179,0.87274,-0.49485,-0.50864,-0.09691,0.075547
0.045323,0.32838,0.39445,-0.88606,0.25768,0.029384,-0.13668,-0.11351,0.40824,-0.4437,-0.13077,0.53275,-0.38722,-0.0043648,0.45332,0.87274,-0.48149,-0.49485,-0.091515,0.093422
0.037426,0.32428,0.39794,-0.92082,0.25768,0.025306,-0.1549,-0.11351,0.39967,-0.4437,-0.13077,0.53275,-0.38722,-0.0087739,0.44091,0.86273,-0.48149,-0.49485,-0.086186,0.093422
0.037426,0.31806,0.4014,-0.92082,0.25042,0.025306,-0.16749,-0.10791,0.3927,-0.45593,-0.13668,0.53275,-0.38722,-0.0087739,0.42975,0.8657,-0.48149,-0.49485,-0.091515,0.093422
0.037426,0.3032,0.3927,-0.92082,0.25285,0.021189,-0.18709,-0.10791,0.39445,-0.4437,-0.13668,0.53148,-0.38722,-0.017729,0.43136,0.85914,-0.48149,-0.50864,-0.09691,0.089905
0.037426,0.29226,0.39094,-0.92082,0.25768,0.021189,-0.18709,-0.11351,0.38917,-0.4437,-0.13668,0.53529,-0.38722,-0.017729,0.44248,0.85003,-0.48149,-0.50864,-0.10791,0.089905
0.041393,0.2878,0.38917,-0.92082,0.26007,0.017033,-0.18709,-0.11351,0.40993,-0.4318,-0.13077,0.53656,-0.38722,-0.017729,0.44871,0.8537,-0.48149,-0.50864,-0.10791,0.082785
0.045323,0.27875,0.38739,-0.92082,0.25768,0.021189,-0.18709,-0.11351,0.39967,-0.45593,-0.13668,0.53275,-0.38722,-0.022276,0.45484,0.85612,-0.48149,-0.50864,-0.11351,0.08636
0.045323,0.28103,0.3927,-0.92082,0.25527,0.017033,-0.17393,-0.10791,0.40483,-0.46852,-0.13668,0.54158,-0.39794,-0.013228,0.47567,0.85673,-0.48149,-0.50864,-0.10791,0.08636
0.041393,0.2833,0.39445,-0.92082,0.25042,0.021189,-0.16749,-0.11919,0.40483,-0.48149,-0.13668,0.53529,-0.39794,-0.017729,0.47567,0.85854,-0.49485,-0.50864,-0.10791,0.082785
0.037426,0.2878,0.38021,-0.92082,0.24055,0.029384,-0.16749,-0.13077,0.4133,-0.48149,-0.13668,0.53148,-0.39794,-0.026872,0.47129,0.85612,-0.50864,-0.52288,-0.11351,0.082785
0.025306,0.2878,0.37107,-0.92082,0.24304,0.025306,-0.18709,-0.13668,0.40824,-0.46852,-0.14267,0.52634,-0.39794,-0.036212,0.47857,0.85552,-0.50864,-0.52288,-0.11351,0.075547
0.017033,0.2878,0.36361,-0.92082,0.24304,0.021189,-0.18709,-0.13077,0.40483,-0.45593,-0.14874,0.52114,-0.39794,-0.036212,0.47712,0.85126,-0.50864,-0.5376,-0.11919,0.075547
0.021189,0.29667,0.37107,-0.92082,0.24055,0.025306,-0.18046,-0.13668,0.41162,-0.4437,-0.14267,0.52504,-0.39794,-0.036212,0.47422,0.8537,-0.50864,-0.52288,-0.11351,0.075547
0.021189,0.29885,0.37658,-0.95861,0.24055,0.029384,-0.16749,-0.13668,0.4133,-0.4437,-0.14267,0.53656,-0.38722,-0.040959,0.47712,0.85431,-0.50864,-0.5376,-0.11351,0.079181
0.025306,0.29667,0.38021,-0.92082,0.233,0.029384,-0.17393,-0.13077,0.41996,-0.4437,-0.14267,0.53656,-0.38722,-0.040959,0.47422,0.85612,-0.50864,-0.52288,-0.11351,0.089905
0.021189,0.30103,0.3784,-0.92082,0.21219,0.029384,-0.17393,-0.13077,0.43136,-0.4437,-0.13077,0.53275,-0.38722,-0.040959,0.47129,0.86213,-0.49485,-0.5376,-0.11919,0.093422
0.021189,0.29226,0.38561,-0.92082,0.2014,0.021189,-0.16115,-0.13077,0.41996,-0.4437,-0.14267,0.52892,-0.39794,-0.036212,0.45788,0.85612,-0.49485,-0.5376,-0.11919,0.089905
0.025306,0.2833,0.38382,-0.92082,0.19866,0.021189,-0.1549,-0.13668,0.4183,-0.4437,-0.14874,0.52244,-0.39794,-0.040959,0.45637,0.85914,-0.50864,-0.5376,-0.11919,0.071882
0.021189,0.28103,0.37291,-0.92082,0.1959,0.012837,-0.1549,-0.13668,0.4133,-0.4437,-0.14874,0.51055,-0.39794,-0.045757,0.47129,0.85003,-0.50864,-0.55284,-0.11919,0.064458
0.0043214,0.2833,0.37291,-0.95861,0.18752,0.012837,-0.14874,-0.13077,0.40483,-0.46852,-0.14874,0.5092,-0.39794,-0.05061,0.4624,0.84696,-0.49485,-0.5376,-0.11351,0.056905
0.0043214,0.2878,0.37291,-0.95861,0.18469,0.017033,-0.1549,-0.12494,0.40824,-0.46852,-0.14874,0.50786,-0.40894,-0.055517,0.45332,0.85552,-0.49485,-0.55284,-0.11919,0.068186
0.0086002,0.2833,0.35793,-0.95861,0.19312,0.0043214,-0.16749,-0.14267,0.3962,-0.49485,-0.16115,0.50243,-0.40894,-0.065502,0.47276,0.84011,-0.50864,-0.55284,-0.11919,0.049218
0.0086002,0.2833,0.35984,-0.95861,0.19312,0,-0.16749,-0.14267,0.3962,-0.49485,-0.16115,0.49969,-0.40894,-0.055517,0.47567,0.83187,-0.50864,-0.55284,-0.11919,0.037426
0.0043214,0.2833,0.35793,-0.95861,0.19033,0.0043214,-0.16115,-0.13668,0.40483,-0.49485,-0.1549,0.50106,-0.40894,-0.05061,0.47567,0.83123,-0.50864,-0.55284,-0.11351,0.045323
0.0086002,0.28103,0.35603,-0.95861,0.19033,0.0043214,-0.16115,-0.13668,0.4014,-0.49485,-0.1549,0.49554,-0.40894,-0.05061,0.47422,0.83315,-0.50864,-0.55284,-0.10791,0.049218
0.017033,0.29003,0.35603,-0.95861,0.19033,0.012837,-0.16115,-0.14267,0.38917,-0.49485,-0.16115,0.49276,-0.40894,-0.05061,0.46538,0.83506,-0.50864,-0.56864,-0.11351,0.045323
0.021189,0.27416,0.35411,-1,0.19033,0.012837,-0.16115,-0.14874,0.38739,-0.49485,-0.16115,0.49415,-0.42022,-0.05061,0.4624,0.82866,-0.50864,-0.56864,-0.11919,0.041393
0.017033,0.26482,0.3483,-1,0.18469,0,-0.16749,-0.1549,0.37658,-0.50864,-0.16749,0.49693,-0.42022,-0.055517,0.45939,0.82478,-0.50864,-0.56864,-0.12494,0.029384
0.012837,0.26717,0.35025,-1,0.18752,0,-0.16115,-0.14874,0.36922,-0.49485,-0.16749,0.49554,-0.42022,-0.055517,0.47712,0.8169,-0.49485,-0.56864,-0.12494,0.029384
0.012837,0.26951,0.35025,-0.95861,0.18752,-0.0043648,-0.16115,-0.1549,0.36549,-0.50864,-0.17393,0.49276,-0.42022,-0.060481,0.47567,0.81158,-0.49485,-0.56864,-0.12494,0.025306
0.017033,0.27416,0.35411,-0.95861,0.19312,0.0086002,-0.1549,-0.14874,0.37658,-0.49485,-0.16749,0.49969,-0.42022,-0.055517,0.47857,0.81889,-0.49485,-0.55284,-0.11919,0.033424
0.025306,0.27646,0.35603,-0.95861,0.19312,0.0086002,-0.1549,-0.14267,0.37658,-0.50864,-0.16749,0.49693,-0.4318,-0.055517,0.47276,0.81491,-0.50864,-0.55284,-0.11919,0.037426
0.021189,0.27416,0.35603,-0.95861,0.19033,0.0086002,-0.14874,-0.13668,0.38739,-0.52288,-0.16115,0.48855,-0.4318,-0.05061,0.46687,0.81889,-0.49485,-0.55284,-0.11919,0.033424
0.017033,0.27416,0.35411,-0.95861,0.18752,0.0086002,-0.1549,-0.14874,0.38382,-0.50864,-0.17393,0.47276,-0.4318,-0.055517,0.46389,0.81624,-0.50864,-0.55284,-0.11919,0.033424
0.012837,0.26951,0.35025,-1,0.18184,0.0086002,-0.1549,-0.1549,0.37475,-0.52288,-0.17393,0.46687,-0.4318,-0.055517,0.46538,0.81224,-0.50864,-0.56864,-0.11351,0.033424
0.0086002,0.26951,0.35793,-1,0.1959,0,-0.16115,-0.1549,0.36922,-0.52288,-0.17393,0.46687,-0.4318,-0.060481,0.47276,0.80482,-0.50864,-0.55284,-0.11919,0.037426
0.0086002,0.26951,0.35603,-1,0.20683,0.0043214,-0.16115,-0.1549,0.36549,-0.50864,-0.17393,0.46982,-0.4318,-0.060481,0.46538,0.80482,-0.49485,-0.55284,-0.11351,0.037426
0.0086002,0.27646,0.36736,-0.95861,0.2014,0.0086002,-0.14874,-0.14267,0.38202,-0.50864,-0.16749,0.48001,-0.4318,-0.05061,0.45939,0.81757,-0.49485,-0.55284,-0.10791,0.037426
0.0086002,0.27646,0.36922,-0.95861,0.20683,0,-0.14267,-0.13668,0.38021,-0.52288,-0.17393,0.47567,-0.4318,-0.05061,0.45637,0.81224,-0.49485,-0.5376,-0.10791,0.037426
0.012837,0.27184,0.36736,-1,0.21219,0,-0.14267,-0.13077,0.38739,-0.5376,-0.17393,0.46982,-0.4318,-0.045757,0.46835,0.82347,-0.48149,-0.55284,-0.10791,0.041393
0.025306,0.26951,0.36549,-1,0.20683,-0.0043648,-0.1549,-0.13077,0.38739,-0.50864,-0.16749,0.47129,-0.4318,-0.040959,0.47276,0.81224,-0.48149,-0.55284,-0.10791,0.037426
0.021189,0.25768,0.36549,-1,0.19866,0.012837,-0.1549,-0.13077,0.38021,-0.50864,-0.16749,0.47276,-0.4318,-0.045757,0.45939,0.8055,-0.48149,-0.55284,-0.10791,0.033424
0.021189,0.26007,0.36736,-1,0.19312,0.012837,-0.1549,-0.12494,0.38739,-0.52288,-0.17393,0.47276,-0.4318,-0.045757,0.45332,0.8055,-0.48149,-0.55284,-0.10791,0.041393
0.0086002,0.25042,0.36736,-1,0.19312,0.0043214,-0.16749,-0.13077,0.36549,-0.50864,-0.16749,0.46687,-0.4318,-0.040959,0.44716,0.80209,-0.46852,-0.55284,-0.10791,0.033424
0,0.24797,0.36736,-1,0.18752,-0.0087739,-0.16749,-0.13668,0.35603,-0.50864,-0.16749,0.46835,-0.4318,-0.036212,0.44248,0.79657,-0.48149,-0.55284,-0.10791,0.037426
0,0.25527,0.37107,-1,0.19312,-0.013228,-0.17393,-0.13668,0.35411,-0.50864,-0.16749,0.47422,-0.4437,-0.036212,0.44716,0.79934,-0.48149,-0.55284,-0.11351,0.049218
0,0.25042,0.36361,-1,0.18184,-0.013228,-0.17393,-0.14267,0.36361,-0.49485,-0.17393,0.47129,-0.4437,-0.036212,0.43457,0.79796,-0.48149,-0.55284,-0.11919,0.049218
0,0.25285,0.36173,-1.0458,0.18752,-0.013228,-0.17393,-0.13668,0.37291,-0.49485,-0.17393,0.45637,-0.4437,-0.040959,0.44091,0.80686,-0.49485,-0.56864,-0.11919,0.053078
-0.0087739,0.24304,0.35603,-1.0458,0.19033,-0.022276,-0.18046,-0.14874,0.36173,-0.50864,-0.18046,0.45025,-0.4437,-0.040959,0.44091,0.79379,-0.49485,-0.56864,-0.12494,0.041393
-0.0087739,0.24304,0.35411,-1.0458,0.19312,-0.022276,-0.18046,-0.13077,0.36173,-0.50864,-0.17393,0.45332,-0.4437,-0.036212,0.43775,0.79029,-0.50864,-0.56864,-0.11919,0.041393
-0.0043648,0.24304,0.35793,-1.0458,0.2014,-0.022276,-0.18046,-0.13668,0.35793,-0.49485,-0.17393,0.46389,-0.4437,-0.036212,0.45332,0.78533,-0.49485,-0.55284,-0.11351,0.033424
-0.013228,0.24055,0.36361,-1.0458,0.1959,-0.026872,-0.18046,-0.13077,0.34044,-0.49485,-0.17393,0.45939,-0.4437,-0.036212,0.43933,0.77743,-0.50864,-0.56864,-0.11351,0.025306
-0.0043648,0.25042,0.36549,-1.0458,0.19866,-0.013228,-0.17393,-0.12494,0.3483,-0.49485,-0.17393,0.47276,-0.4437,-0.031517,0.42975,0.79379,-0.49485,-0.56864,-0.11351,0.029384
0,0.25285,0.36736,-1.0458,0.18469,-0.013228,-0.17393,-0.11919,0.3483,-0.49485,-0.17393,0.46982,-0.45593,-0.031517,0.42813,0.78462,-0.49485,-0.55284,-0.11351,0.029384
