AXP,DuPont,3M,Walmart,Alcoa,Exxon,McDonald,WaltDisney,Boeing,Ford,Merck,CAT,GE,PG,Chevron,IBM,Pfizer,CocaCola,J&J,UTX
1.4777,1.3981,1.5761,1.6043,1.4347,1.4681,1.2762,1.3777,1.6206,1.3255,1.6332,1.2009,1.4307,1.3416,1.4417,1.8981,1.4043,1.2014,1.4898,1.4464
1.4524,1.4087,1.5715,1.6053,1.444,1.4532,1.2753,1.37,1.6224,1.3282,1.6234,1.203,1.4344,1.3322,1.4479,1.8929,1.3941,1.1953,1.4943,1.4538
1.4529,1.4064,1.5799,1.597,1.4214,1.4551,1.255,1.374,1.615,1.3414,1.6289,1.2117,1.4166,1.3379,1.4409,1.89,1.3934,1.209,1.4839,1.4458
1.46,1.4163,1.5823,1.6025,1.4166,1.4661,1.2558,1.3867,1.6166,1.3249,1.6199,1.2049,1.4141,1.3387,1.4422,1.9128,1.3939,1.2151,1.4683,1.4532
1.439,1.4115,1.5766,1.5965,1.413,1.453,1.2553,1.3672,1.6185,1.3235,1.6071,1.1864,1.3885,1.3261,1.4462,1.8945,1.3802,1.1989,1.4793,1.4371
1.4276,1.4016,1.567,1.5783,1.4296,1.4454,1.2502,1.3657,1.5989,1.3302,1.5917,1.1744,1.4031,1.3247,1.457,1.8858,1.3666,1.2047,1.4935,1.4074
1.4021,1.4011,1.5673,1.5723,1.4498,1.4499,1.2521,1.3522,1.5906,1.3389,1.5963,1.1703,1.4146,1.3426,1.4615,1.8649,1.3444,1.2068,1.4914,1.4096
1.4057,1.4203,1.575,1.585,1.4454,1.4615,1.2613,1.3587,1.6058,1.3535,1.5852,1.1787,1.426,1.3458,1.4539,1.8647,1.3481,1.2022,1.4886,1.4247
1.4331,1.427,1.5816,1.5805,1.4339,1.4661,1.2634,1.3512,1.615,1.333,1.5997,1.1956,1.4206,1.364,1.4462,1.8609,1.3629,1.2227,1.506,1.4376
1.4501,1.4283,1.5928,1.576,1.4436,1.4694,1.2735,1.3687,1.6229,1.3357,1.6108,1.2082,1.4257,1.364,1.4521,1.8816,1.3674,1.2315,1.5115,1.445
1.4436,1.4153,1.5848,1.5718,1.4409,1.4717,1.2755,1.361,1.605,1.3371,1.6069,1.2028,1.4252,1.356,1.4562,1.8697,1.3647,1.2338,1.5116,1.4352
1.4616,1.4219,1.5978,1.5802,1.4588,1.4783,1.2874,1.3685,1.6236,1.3541,1.6225,1.2068,1.4387,1.3576,1.4615,1.8953,1.3782,1.2248,1.518,1.4607
1.447,1.4291,1.591,1.5743,1.4462,1.4767,1.2923,1.3541,1.6382,1.36,1.6099,1.2047,1.4098,1.3685,1.4685,1.8925,1.3833,1.2251,1.5176,1.4564
1.4812,1.4451,1.5916,1.5888,1.4582,1.4802,1.2962,1.3688,1.6569,1.3577,1.6158,1.2167,1.4536,1.3784,1.4717,1.9079,1.393,1.2348,1.5218,1.4803
1.4681,1.4462,1.6079,1.5844,1.4812,1.4826,1.3004,1.3608,1.6599,1.3614,1.623,1.2063,1.4736,1.3791,1.4725,1.8949,1.3979,1.245,1.5254,1.4757
1.4925,1.4615,1.6254,1.6061,1.4843,1.494,1.3139,1.3943,1.6909,1.3428,1.6321,1.2243,1.4747,1.3847,1.4651,1.9119,1.42,1.257,1.5334,1.4935
1.5095,1.4697,1.6284,1.6134,1.4697,1.4932,1.3191,1.3962,1.6858,1.3422,1.6269,1.233,1.4694,1.3964,1.4606,1.9422,1.4155,1.2562,1.5386,1.4955
1.5072,1.4679,1.6123,1.6054,1.4707,1.4849,1.3056,1.3981,1.6815,1.331,1.6246,1.2238,1.4661,1.3809,1.4603,1.9466,1.4148,1.2477,1.5248,1.4935
1.4951,1.4515,1.6096,1.5954,1.4582,1.4817,1.3124,1.3945,1.6679,1.3274,1.6401,1.2019,1.4595,1.3842,1.4509,1.9403,1.4267,1.2423,1.5338,1.4864
1.4982,1.4545,1.6095,1.5849,1.4521,1.483,1.3079,1.3916,1.6664,1.3296,1.6516,1.2003,1.4725,1.3911,1.4429,1.9358,1.4339,1.2458,1.5413,1.4849
1.5027,1.439,1.6061,1.5898,1.4434,1.4797,1.3124,1.3983,1.6535,1.3235,1.6549,1.1838,1.478,1.3879,1.437,1.9248,1.4317,1.2658,1.5442,1.4736
1.4953,1.4294,1.5992,1.5847,1.4493,1.4701,1.3176,1.4033,1.6502,1.333,1.6528,1.1767,1.4918,1.3817,1.4373,1.9405,1.4366,1.2669,1.5439,1.4735
1.5041,1.4288,1.6116,1.6001,1.4464,1.4682,1.3206,1.412,1.6684,1.3357,1.6552,1.1726,1.4916,1.3932,1.4314,1.9146,1.4453,1.2697,1.5362,1.4729
1.5192,1.4341,1.6126,1.6079,1.4302,1.4749,1.33,1.4091,1.6788,1.3318,1.6537,1.1818,1.4749,1.3945,1.4309,1.9261,1.4473,1.2613,1.5299,1.4824
1.5169,1.437,1.6062,1.6085,1.4384,1.4827,1.3276,1.4183,1.6723,1.3187,1.6505,1.1729,1.4836,1.3969,1.4392,1.9374,1.4478,1.2651,1.529,1.476
1.514,1.412,1.6024,1.6017,1.4255,1.4812,1.331,1.4028,1.6643,1.3214,1.638,1.1565,1.4854,1.4203,1.4384,1.932,1.4436,1.2613,1.5279,1.4692
1.5101,1.4249,1.6018,1.5967,1.4366,1.4849,1.3302,1.4126,1.6619,1.3218,1.6415,1.1632,1.489,1.4265,1.4412,1.952,1.4462,1.2693,1.5325,1.476
1.5049,1.4161,1.6057,1.6012,1.4341,1.4813,1.3247,1.4198,1.6543,1.3201,1.6471,1.1658,1.4826,1.4304,1.4415,1.9464,1.4436,1.2849,1.5343,1.4796
1.5243,1.4185,1.6134,1.6279,1.4509,1.4827,1.3357,1.4148,1.666,1.3263,1.6426,1.1746,1.4916,1.4242,1.4357,1.9622,1.444,1.3122,1.5303,1.4776
1.5359,1.4239,1.6111,1.6194,1.4401,1.4839,1.3324,1.4265,1.6527,1.3243,1.6392,1.1937,1.4758,1.4191,1.4379,1.9757,1.4479,1.3187,1.5235,1.4748
1.5325,1.4314,1.6169,1.6164,1.4426,1.476,1.3304,1.432,1.6539,1.3251,1.6437,1.1981,1.4842,1.4135,1.4354,1.9824,1.4381,1.3113,1.5221,1.4789
1.5305,1.4168,1.6024,1.6247,1.4522,1.4834,1.3183,1.4148,1.6571,1.3233,1.6521,1.1861,1.4873,1.4125,1.4381,1.976,1.4473,1.3197,1.5271,1.4678
1.5319,1.4203,1.6146,1.6336,1.4594,1.4878,1.3294,1.4196,1.6579,1.3094,1.6582,1.1895,1.4701,1.4175,1.4349,1.9709,1.4445,1.323,1.5328,1.4688
1.5439,1.4126,1.6082,1.6283,1.4582,1.4928,1.3269,1.4333,1.646,1.3265,1.6701,1.1884,1.484,1.4206,1.4265,1.9753,1.455,1.3292,1.5382,1.4551
1.5342,1.4081,1.6012,1.6028,1.4559,1.4933,1.3259,1.4257,1.6331,1.3147,1.6687,1.187,1.4822,1.4201,1.4218,1.9642,1.4447,1.3243,1.5241,1.4544
1.5348,1.4108,1.6066,1.6189,1.461,1.4864,1.3197,1.4281,1.6344,1.3377,1.67,1.1889,1.4881,1.4195,1.4288,1.9722,1.4419,1.3278,1.5226,1.4551
1.528,1.4183,1.606,1.638,1.4568,1.4856,1.3187,1.4126,1.6339,1.3332,1.6641,1.1931,1.4904,1.4213,1.4178,1.9828,1.4395,1.3233,1.5237,1.4507
1.5338,1.4221,1.6051,1.6262,1.4646,1.4833,1.3298,1.4211,1.6272,1.3265,1.6772,1.1923,1.476,1.415,1.417,1.9721,1.4524,1.3191,1.5169,1.4513
1.5467,1.4257,1.5976,1.6314,1.4698,1.4856,1.3199,1.4047,1.6362,1.332,1.6778,1.1948,1.4755,1.4163,1.4214,1.9645,1.4515,1.3174,1.5193,1.4504
1.5439,1.4108,1.5935,1.6388,1.4551,1.4763,1.321,1.4091,1.6281,1.3294,1.6752,1.1998,1.4732,1.4128,1.4214,1.9569,1.4433,1.3066,1.5247,1.449
1.5383,1.4209,1.6047,1.6462,1.4374,1.4789,1.3151,1.4196,1.6255,1.331,1.6778,1.2003,1.4757,1.414,1.414,1.9716,1.4464,1.3043,1.519,1.4501
1.5348,1.4255,1.6011,1.6548,1.42,1.4823,1.3197,1.4048,1.6405,1.3308,1.6659,1.1992,1.4577,1.4014,1.4121,1.9637,1.4458,1.3086,1.5156,1.455
1.5422,1.4208,1.604,1.6309,1.4268,1.471,1.3214,1.4113,1.6226,1.3263,1.6595,1.2009,1.4601,1.3969,1.418,1.9812,1.4373,1.3079,1.5084,1.4518
1.5395,1.3976,1.5877,1.6344,1.4376,1.4613,1.3224,1.4101,1.6251,1.3226,1.6558,1.1881,1.4728,1.3701,1.4209,1.9751,1.4276,1.3019,1.5084,1.4468
1.5303,1.3971,1.5878,1.6297,1.4268,1.4657,1.3147,1.3957,1.6372,1.3179,1.6662,1.1895,1.4763,1.3854,1.4033,1.9721,1.4376,1.3081,1.51,1.444
1.528,1.4081,1.5966,1.6328,1.4188,1.4736,1.323,1.3993,1.646,1.306,1.6642,1.1901,1.4797,1.3897,1.4016,1.9588,1.4389,1.3132,1.5091,1.4583
1.5269,1.4069,1.587,1.6287,1.4141,1.4691,1.341,1.4055,1.6326,1.3079,1.6484,1.1787,1.471,1.3897,1.4019,1.9576,1.4239,1.309,1.5034,1.4434
1.5292,1.4087,1.6025,1.6277,1.4026,1.4701,1.369,1.3985,1.633,1.2947,1.6518,1.1729,1.4826,1.3867,1.4002,1.9522,1.4232,1.3002,1.5135,1.4419
1.5149,1.4113,1.5941,1.6211,1.4252,1.4616,1.3773,1.4145,1.6215,1.309,1.6665,1.1649,1.4884,1.3847,1.4009,1.9502,1.4156,1.2909,1.521,1.4366
1.5486,1.4145,1.5856,1.6064,1.4141,1.4573,1.3683,1.4357,1.6191,1.3038,1.6672,1.1623,1.4797,1.3897,1.4053,1.9608,1.4079,1.2918,1.5202,1.4317
1.5574,1.4259,1.5946,1.6251,1.4141,1.4556,1.3789,1.4414,1.6321,1.3079,1.6695,1.1741,1.4861,1.3952,1.4094,1.9491,1.4052,1.3019,1.5196,1.4437
1.5558,1.4314,1.5986,1.6323,1.3908,1.4616,1.3923,1.4447,1.6424,1.2958,1.6609,1.2036,1.4704,1.3913,1.4091,1.8999,1.4012,1.3081,1.5088,1.4381
1.5458,1.4357,1.6121,1.6383,1.3865,1.4701,1.3852,1.4406,1.6587,1.3049,1.6717,1.2003,1.4786,1.3998,1.4118,1.8818,1.4111,1.301,1.5205,1.4309
1.5425,1.4203,1.5973,1.6242,1.4035,1.4754,1.3789,1.4205,1.656,1.2938,1.6619,1.1906,1.4607,1.3901,1.4047,1.8867,1.4084,1.2982,1.5222,1.4294
1.5418,1.4381,1.6068,1.6158,1.3985,1.4697,1.3666,1.3911,1.6451,1.2969,1.6629,1.2076,1.4601,1.4048,1.4053,1.8862,1.4038,1.3038,1.5123,1.4486
1.531,1.4558,1.6076,1.6137,1.4148,1.4657,1.3733,1.4038,1.6542,1.2833,1.6711,1.2041,1.4692,1.4111,1.4111,1.885,1.4175,1.317,1.5281,1.4389
1.5333,1.4518,1.6119,1.6226,1.4084,1.471,1.3716,1.4002,1.6437,1.2938,1.6753,1.2101,1.4856,1.4158,1.4121,1.8809,1.427,1.3187,1.5397,1.4289
1.5513,1.4689,1.6188,1.6323,1.4165,1.4757,1.3707,1.4002,1.6441,1.3049,1.6727,1.2106,1.4923,1.427,1.4087,1.8856,1.413,1.3132,1.5366,1.4396
1.574,1.4655,1.6162,1.6323,1.4026,1.4776,1.37,1.4196,1.6424,1.2746,1.6717,1.2119,1.4901,1.4176,1.418,1.8876,1.4181,1.3062,1.5372,1.432
1.5956,1.4773,1.6327,1.65,1.3967,1.4757,1.3707,1.4255,1.6587,1.2603,1.6805,1.2375,1.4515,1.4021,1.435,1.8838,1.4125,1.3054,1.5316,1.4467
1.6095,1.4655,1.6284,1.6671,1.4133,1.488,1.3797,1.4135,1.6696,1.2445,1.701,1.2177,1.4912,1.4158,1.4275,1.8905,1.4302,1.3179,1.5411,1.4558
1.577,1.4661,1.6334,1.6317,1.4276,1.5072,1.3773,1.3675,1.6657,1.2594,1.7196,1.2159,1.4957,1.4378,1.4341,1.8429,1.455,1.3292,1.5551,1.4565
1.601,1.4689,1.6382,1.6256,1.4221,1.4964,1.3836,1.3827,1.6928,1.2467,1.7225,1.2253,1.4935,1.4374,1.4203,1.8439,1.4538,1.33,1.568,1.4755
1.5935,1.4778,1.6433,1.6242,1.4268,1.4961,1.382,1.3798,1.6891,1.2548,1.7276,1.2281,1.5022,1.4309,1.419,1.8452,1.4515,1.331,1.5667,1.476
1.5869,1.4711,1.6334,1.6211,1.4299,1.5005,1.3724,1.3733,1.68,1.2327,1.7181,1.2269,1.4982,1.4267,1.4074,1.8423,1.4467,1.3274,1.5593,1.4817
1.5874,1.4689,1.6178,1.6048,1.3899,1.5045,1.3642,1.3516,1.6727,1.2582,1.7181,1.2292,1.4893,1.4148,1.3952,1.8429,1.4412,1.3233,1.5567,1.4704
1.5869,1.4661,1.6093,1.6206,1.3856,1.4958,1.3666,1.3436,1.6757,1.2196,1.7077,1.2188,1.4853,1.4108,1.3955,1.8639,1.4382,1.3151,1.5529,1.4609
1.5817,1.4524,1.6091,1.6143,1.4133,1.4854,1.3666,1.3636,1.6838,1.2467,1.7172,1.2011,1.5092,1.4151,1.4098,1.8259,1.4195,1.3187,1.5508,1.4551
1.5724,1.4333,1.61,1.5901,1.3976,1.4876,1.3489,1.3537,1.6863,1.2458,1.7213,1.1844,1.5167,1.4036,1.4081,1.849,1.4574,1.2953,1.5492,1.4451
1.601,1.444,1.6131,1.581,1.3788,1.4976,1.369,1.3856,1.6953,1.2269,1.7125,1.1824,1.5065,1.4071,1.3945,1.8693,1.4672,1.2991,1.5429,1.4536
1.615,1.4429,1.6165,1.6037,1.3899,1.4936,1.3615,1.3883,1.709,1.241,1.702,1.1767,1.5205,1.404,1.3988,1.8711,1.4585,1.2844,1.5402,1.4481
1.5985,1.4259,1.6071,1.5977,1.4026,1.4822,1.3504,1.3893,1.6854,1.248,1.7071,1.1611,1.5334,1.3965,1.4161,1.8581,1.4486,1.2735,1.5402,1.4325
1.6049,1.4326,1.6025,1.6079,1.3883,1.4893,1.3514,1.3836,1.701,1.248,1.7101,1.1596,1.5319,1.4093,1.4138,1.8804,1.4496,1.301,1.5432,1.4325
1.6131,1.4203,1.6133,1.6015,1.3959,1.5002,1.3454,1.3948,1.705,1.2526,1.7148,1.1703,1.5519,1.4029,1.4121,1.8747,1.4521,1.3073,1.5407,1.435
1.6107,1.4101,1.6136,1.6148,1.3735,1.4946,1.3418,1.4029,1.713,1.257,1.7119,1.1772,1.551,1.3998,1.4111,1.8871,1.4346,1.3086,1.5333,1.4464
1.6131,1.4076,1.6188,1.6106,1.3533,1.4905,1.3284,1.4038,1.7083,1.2548,1.7083,1.1772,1.5374,1.3822,1.4077,1.8922,1.4309,1.3109,1.5271,1.4389
1.6,1.4221,1.6251,1.6357,1.384,1.5042,1.322,1.4118,1.718,1.2526,1.7032,1.1697,1.5411,1.3957,1.4067,1.9012,1.4296,1.3296,1.5305,1.4541
1.5889,1.4203,1.6167,1.6402,1.3865,1.5017,1.333,1.4074,1.6982,1.2681,1.7104,1.1691,1.5426,1.4096,1.4138,1.8835,1.4289,1.3402,1.5335,1.457
1.5914,1.4283,1.6184,1.6387,1.3795,1.493,1.3239,1.4188,1.7018,1.2514,1.7032,1.1691,1.5221,1.4011,1.42,1.9001,1.4283,1.3296,1.5293,1.4573
1.5935,1.4495,1.624,1.6422,1.3506,1.5035,1.3365,1.4053,1.7118,1.2582,1.7036,1.1875,1.5167,1.4074,1.418,1.9289,1.4395,1.3336,1.5443,1.4601
1.577,1.4464,1.5783,1.6307,1.3383,1.5148,1.3497,1.3872,1.685,1.2315,1.7129,1.187,1.5043,1.4201,1.4141,1.9074,1.4363,1.3428,1.5446,1.4408
1.5955,1.4165,1.5556,1.609,1.3334,1.5057,1.3426,1.3955,1.6916,1.2627,1.7066,1.1596,1.5054,1.4118,1.4155,1.895,1.4296,1.3389,1.5366,1.4283
1.601,1.4113,1.5567,1.6174,1.3324,1.5017,1.3556,1.3798,1.7126,1.257,1.7164,1.1449,1.5065,1.4173,1.4344,1.8853,1.4376,1.3418,1.5465,1.4301
1.6165,1.4036,1.5577,1.6148,1.3176,1.5064,1.3642,1.3779,1.718,1.2648,1.7266,1.1535,1.5005,1.4213,1.4298,1.9137,1.4502,1.3385,1.5475,1.4213
1.6024,1.389,1.5522,1.5901,1.3054,1.526,1.3471,1.3936,1.7026,1.256,1.7162,1.1414,1.5027,1.4103,1.4268,1.9051,1.4444,1.3253,1.547,1.415
1.5853,1.3943,1.5539,1.5927,1.3054,1.5263,1.3566,1.3945,1.7018,1.2514,1.7115,1.1489,1.4954,1.4055,1.4294,1.9076,1.4431,1.3189,1.5349,1.4247
1.5718,1.3976,1.5386,1.5549,1.3073,1.5324,1.3797,1.3918,1.6908,1.2615,1.701,1.1399,1.5145,1.4099,1.4304,1.9142,1.4175,1.3147,1.5245,1.437
1.5755,1.395,1.5386,1.5615,1.3062,1.5315,1.3869,1.3817,1.6871,1.2458,1.707,1.1278,1.5087,1.4205,1.4236,1.9079,1.4246,1.3189,1.531,1.4263
1.5874,1.3997,1.5381,1.5731,1.3195,1.5263,1.3829,1.3863,1.7098,1.2714,1.7132,1.1329,1.5241,1.4125,1.4239,1.9079,1.4296,1.2862,1.5366,1.4252
1.5823,1.4029,1.5305,1.5799,1.3345,1.5181,1.3773,1.3936,1.69,1.2725,1.7054,1.1206,1.5303,1.4176,1.4246,1.9283,1.4246,1.2964,1.5296,1.419
1.6097,1.414,1.5368,1.5861,1.3543,1.513,1.3764,1.3981,1.6888,1.2938,1.6964,1.1176,1.5293,1.4223,1.4249,1.9228,1.4246,1.3324,1.5248,1.4213
1.6226,1.4041,1.5336,1.5833,1.3487,1.5148,1.3666,1.4079,1.6916,1.2778,1.7046,1.1103,1.5314,1.4125,1.4231,1.9068,1.4276,1.3359,1.519,1.4161
1.6221,1.4228,1.5339,1.5901,1.3383,1.5132,1.3747,1.4209,1.6765,1.2778,1.7115,1.1146,1.5205,1.4084,1.4173,1.9117,1.4252,1.3314,1.5227,1.4065
1.6193,1.4151,1.5322,1.5708,1.342,1.5108,1.3764,1.4087,1.6821,1.2737,1.7088,1.1072,1.5406,1.4029,1.4224,1.9123,1.4218,1.3261,1.521,1.4067
1.6083,1.4126,1.5314,1.5561,1.344,1.5112,1.3716,1.4017,1.6714,1.2801,1.7006,1.1089,1.546,1.4017,1.4186,1.9032,1.4153,1.3298,1.5138,1.3985
1.6174,1.4116,1.5322,1.5402,1.3497,1.5093,1.3687,1.4191,1.6761,1.2693,1.7108,1.1035,1.546,1.3979,1.4166,1.883,1.4349,1.3355,1.5201,1.3993
1.6263,1.4254,1.5429,1.5731,1.3506,1.5108,1.3512,1.4115,1.6908,1.2725,1.7058,1.1133,1.549,1.3849,1.4118,1.912,1.4398,1.3385,1.5161,1.4106
1.6245,1.4296,1.5427,1.5878,1.3477,1.5127,1.3495,1.485,1.6863,1.2969,1.7076,1.1119,1.5456,1.3845,1.4143,1.9145,1.447,1.3235,1.5155,1.4091
1.6459,1.418,1.541,1.5895,1.3296,1.5045,1.3512,1.488,1.6865,1.2778,1.6883,1.1079,1.5359,1.3782,1.4064,1.9239,1.4415,1.3226,1.5093,1.4115
1.6437,1.4109,1.5429,1.5901,1.3314,1.503,1.3545,1.4901,1.6923,1.2907,1.7036,1.1089,1.5391,1.3786,1.4033,1.9153,1.4385,1.3257,1.5091,1.4226
1.6365,1.4155,1.5316,1.5754,1.3516,1.4971,1.3596,1.4989,1.6923,1.2865,1.6933,1.092,1.5451,1.3771,1.4156,1.9144,1.4299,1.317,1.5073,1.4055
1.6217,1.4223,1.5319,1.585,1.344,1.5005,1.3537,1.4901,1.6928,1.2916,1.6994,1.092,1.548,1.3751,1.412,1.9223,1.4255,1.3276,1.4986,1.4158
1.6273,1.4241,1.5328,1.569,1.3373,1.5192,1.3495,1.482,1.6903,1.2978,1.7024,1.0913,1.5416,1.3818,1.4094,1.9076,1.4286,1.3284,1.5041,1.4151
1.6392,1.4381,1.5396,1.5567,1.2842,1.5054,1.3408,1.4723,1.7037,1.2772,1.7034,1.0952,1.5272,1.3969,1.4023,1.9074,1.4255,1.3247,1.5093,1.4226
1.6278,1.4346,1.5322,1.5408,1.2799,1.5066,1.3434,1.4607,1.6832,1.2695,1.6973,1.0934,1.5262,1.4288,1.4115,1.8839,1.4323,1.3212,1.5198,1.4166
1.6078,1.4077,1.5253,1.5358,1.2831,1.4975,1.3228,1.4538,1.6769,1.2695,1.6939,1.0671,1.5329,1.4291,1.4087,1.8856,1.4349,1.3143,1.5123,1.4062
1.5969,1.404,1.5192,1.5377,1.2831,1.4983,1.3109,1.4639,1.6722,1.2813,1.6874,1.0527,1.5364,1.4176,1.4126,1.8812,1.447,1.3124,1.514,1.4014
1.6198,1.4109,1.5093,1.5619,1.2665,1.4955,1.3118,1.46,1.6687,1.2707,1.6905,1.0461,1.506,1.4176,1.4143,1.8562,1.4428,1.3069,1.5179,1.3847
1.6179,1.416,1.5091,1.5844,1.2586,1.4935,1.3137,1.4768,1.6577,1.2686,1.6811,1.0538,1.5262,1.4099,1.419,1.8751,1.4236,1.2931,1.5073,1.3893
1.5965,1.3908,1.5079,1.5748,1.2721,1.5049,1.3137,1.4768,1.6595,1.2781,1.6775,1.0477,1.5544,1.3852,1.413,1.8818,1.447,1.2867,1.5068,1.3813
1.6097,1.3893,1.4953,1.5678,1.2788,1.5017,1.3004,1.4791,1.6505,1.2686,1.6626,1.037,1.5534,1.4055,1.414,1.8905,1.4275,1.2828,1.5083,1.3915
1.6097,1.3893,1.5039,1.5793,1.3012,1.4922,1.2947,1.4616,1.6391,1.2574,1.6391,1.0346,1.5544,1.4062,1.416,1.8982,1.4236,1.3008,1.5076,1.3847
1.5955,1.4,1.5141,1.5696,1.2885,1.4925,1.2975,1.4685,1.6559,1.2608,1.6426,1.0245,1.5707,1.4161,1.4115,1.8937,1.4312,1.3088,1.5193,1.4135
1.5914,1.384,1.5141,1.5625,1.2982,1.4987,1.2964,1.4678,1.6542,1.2739,1.6426,1.0298,1.565,1.406,1.4231,1.967,1.4428,1.3069,1.5321,1.4218
1.6073,1.3981,1.5192,1.5748,1.3002,1.4987,1.3118,1.5009,1.6519,1.2383,1.6352,1.0473,1.5456,1.3978,1.4387,1.9598,1.4306,1.312,1.5315,1.4363
1.593,1.3893,1.5135,1.553,1.3208,1.5117,1.3098,1.5176,1.6414,1.2519,1.6313,1.0461,1.5622,1.4019,1.4352,1.9516,1.4198,1.3012,1.5265,1.4218
1.576,1.404,1.513,1.5446,1.3579,1.5288,1.3023,1.5093,1.6216,1.2695,1.637,1.0488,1.573,1.4079,1.4381,1.9273,1.4398,1.3017,1.5317,1.4111
1.5965,1.4205,1.5241,1.5561,1.343,1.5271,1.3265,1.5237,1.6519,1.2824,1.6331,1.0671,1.5763,1.4072,1.432,1.9631,1.4349,1.3115,1.5272,1.4328
1.6054,1.4309,1.5235,1.5661,1.3265,1.525,1.3255,1.535,1.6474,1.2728,1.6352,1.0689,1.5832,1.4009,1.4237,1.9741,1.4385,1.3088,1.521,1.4347
1.6141,1.4339,1.5171,1.5542,1.3197,1.5148,1.3274,1.5305,1.6464,1.2833,1.6262,1.0839,1.5855,1.4035,1.4296,1.9856,1.4249,1.306,1.5056,1.4241
1.6241,1.4302,1.5192,1.5579,1.3216,1.5066,1.3247,1.5278,1.6577,1.2907,1.6306,1.0831,1.5791,1.4098,1.426,1.9784,1.4398,1.3107,1.5103,1.4358
1.6464,1.4322,1.5241,1.5631,1.3166,1.5054,1.3284,1.5338,1.6582,1.2781,1.6262,1.0896,1.5805,1.4041,1.4365,1.9677,1.4409,1.3158,1.5138,1.4404
1.6455,1.4381,1.5345,1.5637,1.2755,1.5057,1.3265,1.519,1.6586,1.2856,1.6161,1.091,1.5763,1.3867,1.4355,1.9722,1.4211,1.3017,1.5008,1.4272
1.6493,1.4285,1.5276,1.5609,1.2896,1.5132,1.3302,1.5128,1.6496,1.276,1.6187,1.0903,1.5711,1.3786,1.4283,1.9576,1.436,1.2945,1.5111,1.4275
1.6598,1.4007,1.5168,1.5649,1.2732,1.5163,1.3274,1.5149,1.6391,1.2686,1.6187,1.0799,1.579,1.3738,1.4226,1.9851,1.436,1.2997,1.5144,1.4126
1.644,1.3927,1.5141,1.5822,1.2574,1.505,1.3292,1.5009,1.682,1.2629,1.6212,1.0366,1.5822,1.367,1.4293,1.9656,1.4426,1.2853,1.5179,1.4198
1.6454,1.3806,1.5165,1.5861,1.2643,1.5051,1.3247,1.5073,1.682,1.2565,1.6135,1.077,1.5716,1.3666,1.4183,1.9756,1.4306,1.2878,1.5152,1.4328
1.6295,1.3738,1.5084,1.5822,1.262,1.5057,1.3247,1.493,1.6824,1.2749,1.612,1.0704,1.5721,1.3314,1.4156,1.9858,1.4262,1.2891,1.5231,1.4163
1.6355,1.3668,1.5081,1.5754,1.2842,1.4928,1.3247,1.4946,1.6923,1.2781,1.596,1.0896,1.5664,1.3314,1.4231,1.9899,1.4286,1.2838,1.5205,1.4055
1.6387,1.38,1.5087,1.5901,1.2709,1.489,1.3183,1.493,1.6777,1.2641,1.6082,1.0955,1.5582,1.341,1.4286,2.0038,1.4349,1.2728,1.5266,1.4029
1.6295,1.382,1.5002,1.6031,1.2876,1.4922,1.3071,1.4916,1.6751,1.2686,1.6138,1.091,1.5611,1.3462,1.4371,2.0069,1.4366,1.2672,1.5267,1.3948
1.6258,1.3696,1.4912,1.5988,1.2982,1.4912,1.2808,1.488,1.6505,1.2804,1.5953,1.0871,1.564,1.3393,1.4423,1.9985,1.4186,1.239,1.5193,1.3727
1.624,1.3766,1.467,1.5856,1.3176,1.4922,1.2916,1.4887,1.6437,1.2844,1.5813,1.0917,1.5678,1.3318,1.4518,2.01,1.4021,1.245,1.5045,1.3813
1.6373,1.3835,1.4781,1.5977,1.3426,1.4995,1.2947,1.5016,1.6263,1.2824,1.5839,1.0955,1.5621,1.3298,1.4527,2.0106,1.4031,1.2672,1.5079,1.3753
1.624,1.3874,1.4745,1.6084,1.357,1.5076,1.3043,1.5031,1.6278,1.2824,1.5763,1.1024,1.579,1.3341,1.44,2.0047,1.4128,1.2693,1.5093,1.3872
1.6337,1.384,1.4846,1.6158,1.3698,1.4995,1.2964,1.5115,1.6273,1.2728,1.5767,1.1186,1.5794,1.3367,1.4451,2.0109,1.4055,1.2499,1.5227,1.3844
1.6445,1.3908,1.4839,1.62,1.367,1.4859,1.2847,1.5135,1.6386,1.2686,1.5791,1.1392,1.5794,1.3284,1.4448,2.0173,1.4069,1.2514,1.527,1.3847
1.6481,1.3941,1.4915,1.6312,1.3938,1.4887,1.2838,1.5204,1.6464,1.2844,1.584,1.1329,1.584,1.3367,1.4484,2.0201,1.4036,1.2641,1.5345,1.3775
1.6485,1.3953,1.4993,1.6317,1.4081,1.4884,1.3118,1.5051,1.6433,1.2844,1.58,1.1252,1.5853,1.3406,1.4355,2.0109,1.395,1.2709,1.5301,1.3771
1.6516,1.3888,1.5035,1.6348,1.4016,1.4844,1.3023,1.5197,1.6405,1.2824,1.5815,1.1287,1.579,1.3381,1.4436,2.0091,1.4029,1.2669,1.5228,1.3771
1.6432,1.3967,1.5084,1.6164,1.4138,1.4768,1.3079,1.5231,1.6368,1.2856,1.5789,1.1229,1.579,1.3432,1.4426,2.0262,1.3976,1.2794,1.5204,1.3701
